Group,Component,Category,Sequence ID,Test Case Type,Pairwise Config Profile,Pairwise Auto Generate Sub Test Case,Test Automation Configuration - Test Sets,Test Case ID,External Test Case ID,Name,Description,Sub Test Case Parameter,Owner,Subsystem Solution,Priority,Test Type,Test Level,Status,Automation,Test Environment,Test Procedures,Step Expected Result,Pre-Condition,Post-Condition,Execution Time,Test Script ID,Operating Systems,Platforms,RTM ID,Portfolio,Add Tags,Item Type,Project,Api ID,Ssh Wrapper Configuration - Ssh Wrapper Steps,
,,,,,,,,LIN_MEDIA-FGST_MSDK_ENC_H264-VME-M-VBR-001,,H264 Video Encoding - VBR Encoding on 640x480,,--video_id GSTMSDK_ENC-H264-vbr --type encode_format_tgl --video_compare -ehl --ip_address $ip,,,P2-Medium,Functional,Component,Approved,,"1. Download and install the latest Yocto BSP
2. startx &","Ubuntu:
1. sudo gst-launch-1.0 -v filesrc location=/media/RAWS/test_03_640x480_NV12.yuv ! videoparse width=640 format=nv12 framerate=30 height=480 ! msdkh264enc rate-control=vbr ! h264parse ! qtmux ! filesink location=/tmp/test_03_640x480.VME.mp4
2. sudo gst-launch-1.0 filesrc location =/tmp/test_03_640x480.VME.mp4 ! qtdemux ! h264parse ! msdkh264dec ! msdkvpp ! glimagesink
Yocto:
1. gst-launch-1.0 -v filesrc location=/media/RAWS/test_03_640x480_NV12.yuv ! videoparse width=640 format=nv12 framerate=30 height=480 ! msdkh264enc rate-control=vbr ! h264parse ! qtmux ! filesink location=/tmp/test_03_640x480.VME.mp4
2. gst-launch-1.0 filesrc location =/tmp/test_03_640x480.VME.mp4 ! qtdemux ! h264parse ! msdkh264dec ! msdkvpp ! glimagesink","1. Video encoding success.
2. Video playback will not lag.
3. Video playback has no corruption.
4. System does not hang or freeze.",,,10,0,,,939276,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_ENC_H264-VME-M-CBR-001,,H264 Video Encoding - CBR Encoding on 640x480,,--video_id GSTMSDK_ENC-H264-cbr --type encode_format_tgl --video_compare -ehl --ip_address $ip,,,P2-Medium,Functional,Component,Approved,,"1. Download and install the latest Yocto BSP
2. startx &","Ubuntu:
1. sudo gst-launch-1.0 -v filesrc location=/media/RAWS/test_03_640x480_NV12.yuv ! videoparse width=640 format=nv12 framerate=30 height=480 ! msdkh264enc rate-control=cbr ! h264parse ! qtmux ! filesink location=/tmp/test_03_640x480.VME.mp4
2. sudo gst-launch-1.0 filesrc location =/tmp/test_03_640x480.VME.mp4 ! qtdemux ! h264parse ! msdkh264dec ! msdkvpp ! glimagesink
Yocto:
1. gst-launch-1.0 -v filesrc location=/media/RAWS/test_03_640x480_NV12.yuv ! videoparse width=640 format=nv12 framerate=30 height=480 ! msdkh264enc rate-control=cbr ! h264parse ! qtmux ! filesink location=/tmp/test_03_640x480.VME.mp4
2. gst-launch-1.0 filesrc location =/tmp/test_03_640x480.VME.mp4 ! qtdemux ! h264parse ! msdkh264dec ! msdkvpp ! glimagesink","1. Video encoding success.
2. Video playback will not lag.
3. Video playback has no corruption.
4. System does not hang or freeze.",,,10,0,,,939276,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
GFX,LIN_MEDIA,F,GST_MSDK_ENC_H264-VDENC,M,,No,Test Set 40,LIN_MEDIA-FGST_MSDK_ENC_H264-VDENC-M,,GST MSDK Encoding H264 VDENC,To validate the fixed function hardware accelerated H.264 video encoding with specific resolution,,benjamin.ben-jie.khaw@intel.com,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","Ubuntu:
1. sudo gst-launch-1.0 -v filesrc location=/media/RAWS/test_01_320x240_NV12.yuv ! videoparse width=320 format=nv12 framerate=30 height=240 ! msdkh264enc low-power=1 ! qtmux ! filesink location=/tmp/test_01_320x240.VDENC.mp4
2. sudo gst-launch-1.0 filesrc location =/tmp/test_01_320x240.VDENC.mp4 ! qtdemux ! h264parse ! msdkh264dec ! msdkvpp ! glimagesink
Yocto:
1. gst-launch-1.0 -v filesrc location=/media/RAWS/test_01_320x240_NV12.yuv ! videoparse width=320 format=nv12 framerate=30 height=240 ! msdkh264enc low-power=1 ! qtmux ! filesink location=/tmp/test_01_320x240.VDENC.mp4
2. gst-launch-1.0 filesrc location =/tmp/test_01_320x240.VDENC.mp4 ! qtdemux ! h264parse ! msdkh264dec ! msdkvpp ! glimagesink","1. Video encoding success.
2. Video playback will not lag.
3. Video playback has no corruption.
4. System does not hang or freeze.",,,10,0,,,,,"embedded, Client, FuSa, Industrial, Media",Folder,Project,,Ssh Wrapper Step 40,
,,,,,,,,LIN_MEDIA-FGST_MSDK_ENC_H264-VDENC-M-001,,"H264 VDENC Video Encoding - Profile: main@L3, 2.4MBPS, Framerate: 60fps, Format: H264, Width: 640, Height: 480, 8 bit",,--video_id GSTMSDK_ENC-H264-002 --type encode_format --video_compare -ehl --ip_address $ip,,,P2-Medium,Functional,Component,Approved,,"1. Download and install the latest Yocto BSP
2. startx &","Ubuntu:
1. sudo gst-launch-1.0 -v filesrc location=/media/RAWS/test_03_640x480_NV12.yuv ! videoparse width=640 format=nv12 framerate=30 height=480 ! msdkh264enc low-power=1 ! h264parse ! qtmux ! filesink location=/tmp/test_03_640x480.VDENC.mp4
2. sudo gst-launch-1.0 filesrc location =/tmp/test_03_640x480.VDENC.mp4 ! qtdemux ! h264parse ! msdkh264dec ! msdkvpp ! glimagesink
Yocto:
1. gst-launch-1.0 -v filesrc location=/media/RAWS/test_03_640x480_NV12.yuv ! videoparse width=640 format=nv12 framerate=30 height=480 ! msdkh264enc low-power=1 ! h264parse ! qtmux ! filesink location=/tmp/test_03_640x480.VDENC.mp4
2. gst-launch-1.0 filesrc location =/tmp/test_03_640x480.VDENC.mp4 ! qtdemux ! h264parse ! msdkh264dec ! msdkvpp ! glimagesink","1. Video encoding success.
2. Video playback will not lag.
3. Video playback has no corruption.
4. System does not hang or freeze.",,,10,0,,,939277,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_ENC_H264-VDENC-M-002,,"H264 VDENC Video Encoding - Profile: main@L3.1 ,2.3MBPS, Framerate: 30fps, Format: H264, Width: 1280, Height: 720 8 bit",,--video_id GSTMSDK_ENC-H264-005 --type encode_format --video_compare -ehl --ip_address $ip,,,P2-Medium,Functional,Component,Approved,,"1. Download and install the latest Yocto BSP
2. startx &","Ubuntu:
1. sudo gst-launch-1.0 -v filesrc location=/media/RAWS/Suzie_1280x720_NV12.yuv ! videoparse width=1280 format=nv12 framerate=30 height=720 ! msdkh264enc low-power=1 ! h264parse ! qtmux ! filesink location=/tmp/Suzie_1280x720.VDENC.mp4
2. sudo gst-launch-1.0 filesrc location =/tmp/Suzie_1280x720.VDENC.mp4 ! qtdemux ! h264parse ! msdkh264dec ! msdkvpp ! glimagesink
Yocto:
1. gst-launch-1.0 -v filesrc location=/media/RAWS/Suzie_1280x720_NV12.yuv ! videoparse width=1280 format=nv12 framerate=30 height=720 ! msdkh264enc low-power=1 ! h264parse ! qtmux ! filesink location=/tmp/Suzie_1280x720.VDENC.mp4
2. gst-launch-1.0 filesrc location =/tmp/Suzie_1280x720.VDENC.mp4 ! qtdemux ! h264parse ! msdkh264dec ! msdkvpp ! glimagesink","1. Video encoding success.
2. Video playback will not lag.
3. Video playback has no corruption.
4. System does not hang or freeze.",,,10,0,,,939277,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_ENC_H264-VDENC-M-003,,"H264 VDENC Video Encoding- Profile: Main, Framerate: 60 fps, Format: H264, Width: 1920, Height: 1080",,--video_id GSTMSDK_ENC-H264-006 --type encode_format --video_compare -ehl --ip_address $ip,,,P2-Medium,Functional,Component,Approved,,"1. Download and install the latest Yocto BSP
2. startx &","Ubuntu:
1. sudo gst-launch-1.0 -v filesrc location=/media/RAWS/riverbed_1080p_NV12.yuv ! videoparse width=1920 format=nv12 framerate=60 height=1080 ! msdkh264enc low-power=1 ! h264parse ! qtmux ! filesink location=/tmp/riverbed_1080p.VDENC.mp4
2. sudo gst-launch-1.0 filesrc location =/tmp/riverbed_1080p.VDENC.mp4 ! qtdemux ! h264parse ! msdkh264dec ! msdkvpp ! glimagesink
Yocto:
1. gst-launch-1.0 -v filesrc location=/media/RAWS/riverbed_1080p_NV12.yuv ! videoparse width=1920 format=nv12 framerate=60 height=1080 ! msdkh264enc low-power=1 ! h264parse ! qtmux ! filesink location=/tmp/riverbed_1080p.VDENC.mp4
2. gst-launch-1.0 filesrc location =/tmp/riverbed_1080p.VDENC.mp4 ! qtdemux ! h264parse ! msdkh264dec ! msdkvpp ! glimagesink","1. Video encoding success.
2. Video playback will not lag.
3. Video playback has no corruption.
4. System does not hang or freeze.",,,10,0,,,939277,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_ENC_H264-VDENC-M-004,,"H264 VDENC Video Encoding - Profile: Main, Framerate: 30 fps, Format: H264, Width: 3840, Height: 2160",,--video_id GSTMSDK_ENC-H264-007 --type encode_format --video_compare -ehl --ip_address $ip,,,P2-Medium,Functional,Component,Approved,,"1. Download and install the latest Yocto BSP
2. startx &","Ubuntu:
1. sudo gst-launch-1.0 -v filesrc location=/media/RAWS/Puppies_3840x2160_NV12.yuv ! videoparse width=3840 format=nv12 framerate=30 height=2160 ! msdkh264enc low-power=1 ! h264parse ! qtmux ! filesink location=/tmp/Puppies_3840x2160.VDENC.mp4
2. sudo gst-launch-1.0 filesrc location =/tmp/Puppies_3840x2160.VDENC.mp4 ! qtdemux ! h264parse ! msdkh264dec ! msdkvpp ! glimagesink
Yocto:
1. gst-launch-1.0 -v filesrc location=/media/RAWS/Puppies_3840x2160_NV12.yuv ! videoparse width=3840 format=nv12 framerate=30 height=2160 ! msdkh264enc low-power=1 ! h264parse ! qtmux ! filesink location=/tmp/Puppies_3840x2160.VDENC.mp4
2. gst-launch-1.0 filesrc location =/tmp/Puppies_3840x2160.VDENC.mp4 ! qtdemux ! h264parse ! msdkh264dec ! msdkvpp ! glimagesink","1. Video encoding success.
2. Video playback will not lag.
3. Video playback has no corruption.
4. System does not hang or freeze.",,,10,0,,,"939277, 940567",,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_ENC_H264-VDENC-M-VBR-001,,H264 VDENC Video Encoding - VBR Encoding on 640x480,,--video_id GSTMSDK_ENC-H264-vbr --type encode_format --video_compare -ehl --ip_address $ip,,,P2-Medium,Functional,Component,Approved,,"1. Download and install the latest Yocto BSP
2. startx &","Ubuntu:
1. sudo gst-launch-1.0 -v filesrc location=/media/RAWS/test_03_640x480_NV12.yuv ! videoparse width=640 format=nv12 framerate=30 height=480 ! msdkh264enc low-power=1 rate-control=vbr ! h264parse ! qtmux ! filesink location=/tmp/test_03_640x480.VDENC.mp4
2. sudo gst-launch-1.0 filesrc location =/tmp/test_03_640x480.VDENC.mp4 ! qtdemux ! h264parse ! msdkh264dec ! msdkvpp ! glimagesink
Yocto:
1. gst-launch-1.0 -v filesrc location=/media/RAWS/test_03_640x480_NV12.yuv ! videoparse width=640 format=nv12 framerate=30 height=480 ! msdkh264enc low-power=1 rate-control=vbr ! h264parse ! qtmux ! filesink location=/tmp/test_03_640x480.VDENC.mp4
2. gst-launch-1.0 filesrc location =/tmp/test_03_640x480.VDENC.mp4 ! qtdemux ! h264parse ! msdkh264dec ! msdkvpp ! glimagesink","1. Video encoding success.
2. Video playback will not lag.
3. Video playback has no corruption.
4. System does not hang or freeze.",,,10,0,,,939277,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_ENC_H264-VDENC-M-CBR-001,,H264 VDENC Video Encoding - CBR Encoding on 640x480,,--video_id GSTMSDK_ENC-H264-cbr --type encode_format --video_compare -ehl --ip_address $ip,,,P2-Medium,Functional,Component,Approved,,"1. Download and install the latest Yocto BSP
2. startx &","Ubuntu:
1. sudo gst-launch-1.0 -v filesrc location=/media/RAWS/test_03_640x480_NV12.yuv ! videoparse width=640 format=nv12 framerate=30 height=480 ! msdkh264enc low-power=1 rate-control=cbr ! h264parse ! qtmux ! filesink location=/tmp/test_03_640x480.VDENC.mp4
2. sudo gst-launch-1.0 filesrc location =/tmp/test_03_640x480.VDENC.mp4 ! qtdemux ! h264parse ! msdkh264dec ! msdkvpp ! glimagesink
Yocto:
1. gst-launch-1.0 -v filesrc location=/media/RAWS/test_03_640x480_NV12.yuv ! videoparse width=640 format=nv12 framerate=30 height=480 ! msdkh264enc low-power=1 rate-control=cbr ! h264parse ! qtmux ! filesink location=/tmp/test_03_640x480.VDENC.mp4
2. gst-launch-1.0 filesrc location =/tmp/test_03_640x480.VDENC.mp4 ! qtdemux ! h264parse ! msdkh264dec ! msdkvpp ! glimagesink","1. Video encoding success.
2. Video playback will not lag.
3. Video playback has no corruption.
4. System does not hang or freeze.",,,10,0,,,939277,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
GFX,LIN_MEDIA,F,GST_MSDK_ENC_H265_8bit-VME,M,,No,Test Set 41,LIN_MEDIA-FGST_MSDK_ENC_H265_8bit-VME-M,,GST MSDK Encoding H265-8bit VME,To validate the fixed function hardware accelerated H.265 8-bit video encoding with specific resolution,,benjamin.ben-jie.khaw@intel.com,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","Ubuntu:
1. sudo gst-launch-1.0 -v filesrc location=<rawfile> ! videoparse width=<width> format=i420 framerate=30 height=<height> ! msdkh265enc  ! video/x-h265, profile=main ! h265parse ! matroskamux ! fpsdisplaysink video-sink=""<destination file>.VME.mkv"" text-overlay=false
Yocto:
1. gst-launch-1.0 -v filesrc location=<rawfile> ! videoparse width=<width> format=i420 framerate=30 height=<height> ! msdkh265enc  ! video/x-h265, profile=main ! h265parse ! matroskamux ! fpsdisplaysink video-sink=""<destination file>.VME.mkv"" text-overlay=false","1. Video encoding success.
2. Video playback will not lag.
3. Video playback has no corruption.
4. System does not hang or freeze.",,,10,0,,,,,"embedded, Client, FuSa, Industrial, Media",Folder,Project,,Ssh Wrapper Step 41,
,,,,,,,,LIN_MEDIA-FGST_MSDK_ENC_H265_8bit-VME-M-001,,"H265 Video Encoding - Profile: main@L3, 2.4MBPS, Framerate: 30fps, Format: H265, Width: 640, Height: 480, 8 bit",,--video_id GSTMSDK_ENC-H265-002 --type encode_format_tgl --video_compare -ehl --ip_address $ip,,,P2-Medium,Functional,Component,Approved,,"1. Download and install the latest Yocto BSP
2. startx &","Ubuntu:
1. sudo gst-launch-1.0 -v filesrc location=/media/RAWS/test_03_640x480_NV12.yuv ! videoparse width=640 format=nv12 framerate=30 height=480 ! msdkh265enc  ! video/x-h265, profile=main ! h265parse ! matroskamux ! filesink location=/tmp/test_03_640x480.VME.mkv
2. sudo gst-launch-1.0 filesrc location =/tmp/test_03_640x480.VME.mkv ! matroskademux ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink
Yocto:
1. gst-launch-1.0 -v filesrc location=/media/RAWS/test_03_640x480_NV12.yuv ! videoparse width=640 format=nv12 framerate=30 height=480 ! msdkh265enc  ! video/x-h265, profile=main ! h265parse ! matroskamux ! filesink location=/tmp/test_03_640x480.VME.mkv
2. gst-launch-1.0 filesrc location =/tmp/test_03_640x480.VME.mkv ! matroskademux ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink","1. Video encoding success.
2. Video playback is smooth.
3. Video playback has no corruption.
4. System does not hang or freeze.",,,10,0,,,939281,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_ENC_H265_8bit-VME-M-002,,"H265 Video Encoding - Profile: main@L3.1 ,2.3MBPS, Framerate: 30fps, Format: H265, Width: 1280, Height: 720 8 bit",,--video_id GSTMSDK_ENC-H265-004 --type encode_format_tgl --video_compare -ehl --ip_address $ip,,,P2-Medium,Functional,Component,Approved,,"1. Download and install the latest Yocto BSP
2. startx &","Ubuntu:
1. sudo gst-launch-1.0 -v filesrc location=/media/RAWS/Suzie_1280x720_NV12.yuv ! videoparse width=1280 format=nv12 framerate=30 height=720 ! msdkh265enc  ! video/x-h265, profile=main ! h265parse ! matroskamux ! filesink location=/tmp/Suzie_1280x720.VME.mkv
2. sudo gst-launch-1.0 filesrc location =/tmp/Suzie_1280x720.VME.mkv ! matroskademux ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink
Yocto:
1. gst-launch-1.0 -v filesrc location=/media/RAWS/Suzie_1280x720_NV12.yuv ! videoparse width=1280 format=nv12 framerate=30 height=720 ! msdkh265enc  ! video/x-h265, profile=main ! h265parse ! matroskamux ! filesink location=/tmp/Suzie_1280x720.VME.mkv
2. gst-launch-1.0 filesrc location =/tmp/Suzie_1280x720.VME.mkv ! matroskademux ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink","1. Video encoding success.
2. Video playback is smooth.
3. Video playback has no corruption.
4. System does not hang or freeze.",,,10,0,,,939281,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_ENC_H265_8bit-VME-M-003,,"H265 Video Encoding - Profile: main@L4, 10.2MBPS, Framerate: 30fps, Format: H265, Width: 1920, Height: 1080 8 bit",,--video_id GSTMSDK_ENC-H265-005 --type encode_format_tgl --video_compare -ehl --ip_address $ip,,,P2-Medium,Functional,Component,Approved,,"1. Download and install the latest Yocto BSP
2. startx &","Ubuntu:
1. sudo gst-launch-1.0 -v filesrc location=/media/RAWS/test_12_1920x1080_NV12.yuv ! videoparse width=1920 format=nv12 framerate=30 height=1080 ! msdkh265enc  ! video/x-h265, profile=main ! h265parse ! matroskamux ! filesink location=/tmp/test_12_1920x1080.VME.mkv
2. sudo gst-launch-1.0 filesrc location =/tmp/test_12_1920x1080.VME.mkv ! matroskademux ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink
Yocto:
1. gst-launch-1.0 -v filesrc location=/media/RAWS/test_12_1920x1080_NV12.yuv ! videoparse width=1920 format=nv12 framerate=30 height=1080 ! msdkh265enc  ! video/x-h265, profile=main ! h265parse ! matroskamux ! filesink location=/tmp/test_12_1920x1080.VME.mkv
2. gst-launch-1.0 filesrc location =/tmp/test_12_1920x1080.VME.mkv ! matroskademux ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink","1. Video encoding success.
2. Video playback is smooth.
3. Video playback has no corruption.
4. System does not hang or freeze.",,,10,0,,,939281,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_ENC_H265_8bit-VME-M-004,,"H265 Video Encoding - Profile: main@L5, 40.2MBPS, Framerate: 30fps, Format: H265, Width: 3840, Height: 2160 8 bit",,--video_id GSTMSDK_ENC-H265-007 --type encode_format_tgl --video_compare -ehl --ip_address $ip,,,P2-Medium,Functional,Component,Approved,,"1. Download and install the latest Yocto BSP
2. startx &","Ubuntu:
1. sudo gst-launch-1.0 -v filesrc location=/media/RAWS/Coastguard_3840x2160_NV12.yuv ! videoparse width=3840 format=nv12 framerate=30 height=2160 ! msdkh265enc  ! video/x-h265, profile=main ! h265parse ! matroskamux ! filesink location=/tmp/Coastguard_3840x2160.VME.mkv
2. sudo gst-launch-1.0 filesrc location =/tmp/Coastguard_3840x2160.VME.mkv ! matroskademux ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink
Yocto:
1. gst-launch-1.0 -v filesrc location=/media/RAWS/Coastguard_3840x2160_NV12.yuv ! videoparse width=3840 format=nv12 framerate=30 height=2160 ! msdkh265enc  ! video/x-h265, profile=main ! h265parse ! matroskamux ! filesink location=/tmp/Coastguard_3840x2160.VME.mkv
2. gst-launch-1.0 filesrc location =/tmp/Coastguard_3840x2160.VME.mkv ! matroskademux ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink","1. Video encoding success.
2. Video playback is smooth.
3. Video playback has no corruption.
4. System does not hang or freeze.",,,10,0,,,939281,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_ENC_H265_8bit-VME-M-VBR-001,,H265 Video Encoding - VBR Encoding on 640x480,,--video_id GSTMSDK_ENC-H265-vbr --type encode_format_tgl --video_compare -ehl --ip_address $ip,,,P2-Medium,Functional,Component,Approved,,"1. Download and install the latest Yocto BSP
2. startx &","Ubuntu:
1. sudo gst-launch-1.0 -v filesrc location=/media/RAWS/test_03_640x480_NV12.yuv ! videoparse width=640 format=nv12 framerate=30 height=480 ! msdkh265enc rate-control=vbr ! h265parse ! matroskamux ! filesink location=/tmp/test_03_640x480.VME.mkv
2. sudo gst-launch-1.0 filesrc location =/tmp/test_03_640x480.VME.mkv ! matroskademux ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink
Yocto:
1. gst-launch-1.0 -v filesrc location=/media/RAWS/test_03_640x480_NV12.yuv ! videoparse width=640 format=nv12 framerate=30 height=480 ! msdkh265enc rate-control=vbr ! h265parse ! matroskamux ! filesink location=/tmp/test_03_640x480.VME.mkv
2. gst-launch-1.0 filesrc location =/tmp/test_03_640x480.VME.mkv ! matroskademux ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink","1. Video encoding success.
2. Video playback will not lag.
3. Video playback has no corruption.
4. System does not hang or freeze.",,,10,0,,,939281,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_ENC_H265_8bit-VME-M-CBR-001,,H265 Video Encoding - CBR Encoding on 640x480,,--video_id GSTMSDK_ENC-H265-cbr --type encode_format_tgl --video_compare -ehl --ip_address $ip,,,P2-Medium,Functional,Component,Approved,,"1. Download and install the latest Yocto BSP
2. startx &","Ubuntu:
1. sudo gst-launch-1.0 -v filesrc location=/media/RAWS/test_03_640x480_NV12.yuv ! videoparse width=640 format=nv12 framerate=30 height=480 ! msdkh265enc rate-control=cbr ! h265parse ! matroskamux ! filesink location=/tmp/test_03_640x480.VME.mkv
2. sudo gst-launch-1.0 filesrc location =/tmp/test_03_640x480.VME.mkv ! matroskademux ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink
Yocto:
1. gst-launch-1.0 -v filesrc location=/media/RAWS/test_03_640x480_NV12.yuv ! videoparse width=640 format=nv12 framerate=30 height=480 ! msdkh265enc rate-control=cbr ! h265parse ! matroskamux ! filesink location=/tmp/test_03_640x480.VME.mkv
2. gst-launch-1.0 filesrc location =/tmp/test_03_640x480.VME.mkv ! matroskademux ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink","1. Video encoding success.
2. Video playback will not lag.
3. Video playback has no corruption.
4. System does not hang or freeze.",,,10,0,,,939281,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
GFX,LIN_MEDIA,F,GST_MSDK_ENC_H265_8bit-VDENC,M,,No,Test Set 42,LIN_MEDIA-FGST_MSDK_ENC_H265_8bit-VDENC-M,,GST MSDK Encoding H265-8bit VDENC,To validate the fixed function hardware accelerated H.265 8-bit video encoding with specific resolution,,benjamin.ben-jie.khaw@intel.com,,P2-Medium,Functional,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","Ubuntu:
1. sudo gst-launch-1.0 -v filesrc location=<rawfile> ! videoparse width=<width> format=i420 framerate=30 height=<height> ! msdkh265enc low-power=1  ! video/x-h265, profile=main ! h265parse ! matroskamux ! fpsdisplaysink video-sink=""<destination file>.VDENC.mkv"" text-overlay=false
Yocto:
1. gst-launch-1.0 -v filesrc location=<rawfile> ! videoparse width=<width> format=i420 framerate=30 height=<height> ! msdkh265enc low-power=1  ! video/x-h265, profile=main ! h265parse ! matroskamux ! fpsdisplaysink video-sink=""<destination file>.VDENC.mkv"" text-overlay=false","1. Video encoding success.
2. Video playback will not lag.
3. Video playback has no corruption.
4. System does not hang or freeze.",,,10,0,,,,,"embedded, Client, FuSa, Industrial, Media",Folder,Project,,Ssh Wrapper Step 42,
,,,,,,,,LIN_MEDIA-FGST_MSDK_ENC_H265_8bit-VDENC-M-001,,"H265 VDENC Video Encoding - Profile: main@L3, 2.4MBPS, Framerate: 30fps, Format: H265, Width: 640, Height: 480, 8 bit",,--video_id GSTMSDK_ENC-H265-002 --type encode_format --video_compare -ehl --ip_address $ip,,,P2-Medium,Functional,Component,Approved,,"1. Download and install the latest Yocto BSP
2. startx &","Ubuntu:
1. sudo gst-launch-1.0 -v filesrc location=/media/RAWS/test_03_640x480_NV12.yuv ! videoparse width=640 format=nv12 framerate=30 height=480 ! msdkh265enc low-power=1  ! video/x-h265, profile=main ! h265parse ! matroskamux ! filesink location=/tmp/test_03_640x480.VDENC.mkv
2. sudo gst-launch-1.0 filesrc location =/tmp/test_03_640x480.VDENC.mkv ! matroskademux ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink
Yocto:
1. gst-launch-1.0 -v filesrc location=/media/RAWS/test_03_640x480_NV12.yuv ! videoparse width=640 format=nv12 framerate=30 height=480 ! msdkh265enc low-power=1  ! video/x-h265, profile=main ! h265parse ! matroskamux ! filesink location=/tmp/test_03_640x480.VDENC.mkv
2. gst-launch-1.0 filesrc location =/tmp/test_03_640x480.VDENC.mkv ! matroskademux ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink","1. Video encoding success.
2. Video playback is smooth.
3. Video playback has no corruption.
4. System does not hang or freeze.",,,10,0,,,939284,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_ENC_H265_8bit-VDENC-M-002,,"H265 VDENC Video Encoding - Profile: main@L3.1 ,2.3MBPS, Framerate: 30fps, Format: H265, Width: 1280, Height: 720 8 bit",,--video_id GSTMSDK_ENC-H265-004 --type encode_format --video_compare -ehl --ip_address $ip,,,P2-Medium,Functional,Component,Approved,,"1. Download and install the latest Yocto BSP
2. startx &","Ubuntu:
1. sudo gst-launch-1.0 -v filesrc location=/media/RAWS/Suzie_1280x720_NV12.yuv ! videoparse width=1280 format=nv12 framerate=30 height=720 ! msdkh265enc low-power=1  ! video/x-h265, profile=main ! h265parse ! matroskamux ! filesink location=/tmp/Suzie_1280x720.VDENC.mkv
2. sudo gst-launch-1.0 filesrc location =/tmp/Suzie_1280x720.VDENC.mkv ! matroskademux ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink
Yocto:
1. gst-launch-1.0 -v filesrc location=/media/RAWS/Suzie_1280x720_NV12.yuv ! videoparse width=1280 format=nv12 framerate=30 height=720 ! msdkh265enc low-power=1  ! video/x-h265, profile=main ! h265parse ! matroskamux ! filesink location=/tmp/Suzie_1280x720.VDENC.mkv
2. gst-launch-1.0 filesrc location =/tmp/Suzie_1280x720.VDENC.mkv ! matroskademux ! h265parse ! msdkh265dec ! msdkvpp ! glimagesink","1. Video encoding success.
2. Video playback is smooth.
3. Video playback has no corruption.
4. System does not hang or freeze.",,,10,0,,,939284,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
